	textid	text	pair	target
426	426	The scientists recommended the manager .	The manager recommended the scientists .	non-entailment
427	427	The lawyers contacted the judge .	The judge contacted the lawyers .	non-entailment
428	428	The athlete stopped the bankers .	The bankers stopped the athlete .	non-entailment
429	429	The student helped the presidents .	The presidents helped the student .	non-entailment
430	430	The lawyers admired the students .	The students admired the lawyers .	non-entailment
431	431	The authors admired the artist .	The artist admired the authors .	non-entailment
432	432	The lawyers mentioned the author .	The author mentioned the lawyers .	non-entailment
433	433	The professors contacted the lawyer .	The lawyer contacted the professors .	non-entailment
434	434	The judges introduced the secretaries .	The secretaries introduced the judges .	non-entailment
435	435	The artist saw the judge .	The judge saw the artist .	non-entailment
436	436	The lawyer supported the presidents .	The presidents supported the lawyer .	non-entailment
437	437	The author called the secretaries .	The secretaries called the author .	non-entailment
438	438	The senator saw the doctor .	The doctor saw the senator .	non-entailment
439	439	The judge called the managers .	The managers called the judge .	non-entailment
440	440	The doctor recognized the manager .	The manager recognized the doctor .	non-entailment
441	441	The lawyers called the athletes .	The athletes called the lawyers .	non-entailment
442	442	The president saw the secretary .	The secretary saw the president .	non-entailment
443	443	The manager recognized the judges .	The judges recognized the manager .	non-entailment
444	444	The senator supported the lawyers .	The lawyers supported the senator .	non-entailment
445	445	The senators admired the lawyers .	The lawyers admired the senators .	non-entailment
446	446	The senators supported the professor .	The professor supported the senators .	non-entailment
447	447	The scientists recommended the doctor .	The doctor recommended the scientists .	non-entailment
448	448	The professor recognized the managers .	The managers recognized the professor .	non-entailment
449	449	The scientist contacted the lawyer .	The lawyer contacted the scientist .	non-entailment
450	450	The doctors supported the student .	The student supported the doctors .	non-entailment
451	451	The managers thanked the secretaries .	The secretaries thanked the managers .	non-entailment
452	452	The president believed the actor .	The actor believed the president .	non-entailment
453	453	The tourists thanked the actors .	The actors thanked the tourists .	non-entailment
454	454	The managers stopped the authors .	The authors stopped the managers .	non-entailment
455	455	The students thanked the president .	The president thanked the students .	non-entailment
456	456	The president contacted the senators .	The senators contacted the president .	non-entailment
457	457	The bankers supported the athlete .	The athlete supported the bankers .	non-entailment
458	458	The manager contacted the doctors .	The doctors contacted the manager .	non-entailment
459	459	The author stopped the tourist .	The tourist stopped the author .	non-entailment
460	460	The athletes mentioned the secretaries .	The secretaries mentioned the athletes .	non-entailment
461	461	The professor avoided the artist .	The artist avoided the professor .	non-entailment
462	462	The bankers introduced the senator .	The senator introduced the bankers .	non-entailment
463	463	The actors advised the banker .	The banker advised the actors .	non-entailment
464	464	The senators mentioned the doctor .	The doctor mentioned the senators .	non-entailment
465	465	The athletes thanked the managers .	The managers thanked the athletes .	non-entailment
466	466	The tourists recommended the bankers .	The bankers recommended the tourists .	non-entailment
467	467	The professors saw the lawyers .	The lawyers saw the professors .	non-entailment
468	468	The managers stopped the banker .	The banker stopped the managers .	non-entailment
469	469	The artist introduced the professor .	The professor introduced the artist .	non-entailment
470	470	The judge introduced the secretaries .	The secretaries introduced the judge .	non-entailment
471	471	The athletes advised the doctor .	The doctor advised the athletes .	non-entailment
472	472	The students stopped the authors .	The authors stopped the students .	non-entailment
473	473	The scientist advised the professors .	The professors advised the scientist .	non-entailment
474	474	The actors contacted the athlete .	The athlete contacted the actors .	non-entailment
475	475	The lawyer recommended the tourists .	The tourists recommended the lawyer .	non-entailment
476	476	The senator avoided the doctor .	The doctor avoided the senator .	non-entailment
